 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
212-117-326-4597,2021,JULIO,7/30/2021,Viernes,18:15:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA JOYITA,AVENIDA,PLUTARCO E. CALLES,"25.6837313, -100.210104",
212-120-830-4602,2021,JULIO,7/31/2021,Sábado,23:36:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RESIDENCIAL GUADALUPE,CALLE,ZERTUCHE,"25.6708465, -100.1976426",
212-123-586-4603,2021,JULIO,7/31/2021,Sábado,6:11:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,DOS RIOS,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.676394, -100.1673658",
212-124-750-4604,2021,JULIO,7/31/2021,Sábado,10:09:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,FAISANES,AVENIDA,PLUTARCO E. CALLES,"25.6857711, -100.1821861",
212-127-311-4610,2021,JULIO,7/31/2021,Sábado,15:36:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAÑADA BLANCA,CALLE,MIXCOA,"25.7291399, -100.1798731",
212-128-645-4614,2021,JULIO,7/31/2021,Sábado,18:24:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,CONTRY,AVENIDA,PASEO LAS AMERICAS,"25.6605876, -100.2596229",
212-129-154-4617,2021,JULIO,7/31/2021,Sábado,19:05:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,SANTA CRUZ,CALLE,SANTA CRUZ,"25.6667568, -100.160989",
212-128-323-4618,2021,JULIO,7/31/2021,Sábado,17:57:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,MIGUEL HIDALGO,CALLE,SAN SEBASTIAN,"25.6688071, -100.2041255",
212-133-168-4623,2021,AGOSTO,8/1/2021,Domingo,1:01:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLES DE LINDA VISTA,CALLE,ANILLO PERIFERICO,"25.6930507, -100.2602008",
212-135-136-4624,2021,AGOSTO,8/1/2021,Domingo,5:08:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,ZERTUCHE,AVENIDA,BENITO JUAREZ,"25.674668, -100.1933187",
212-135-546-4625,2021,AGOSTO,8/1/2021,Domingo,6:24:00,ESTRELLAMIENTO CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,TIERRA PROPIA,CALLE,JARDINES DE LA SILLA,"25.639117, -100.1867344",
212-138-871-4630,2021,AGOSTO,8/1/2021,Domingo,14:50:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,PRADERAS DE GUADALUPE,CALLE,PRADERAS DE GUADALUPE,"25.658474, -100.1644728",
212-138-932-4631,2021,AGOSTO,8/1/2021,Domingo,15:02:00,ATROPELLO,SOLUCIONADO,LLAMADA AL 911,COLONIA,NUEVO AMANECER,CALLE,PAJAROS AZULES,"25.6547512, -100.2117931",
212-139-119-4632,2021,AGOSTO,8/1/2021,Domingo,15:18:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,BELLO AMANECER,AVENIDA,RUIZ CORTINEZ,"25.6991881, -100.1351076",
212-140-538-4634,2021,AGOSTO,8/1/2021,Domingo,17:58:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,BELLO AMANECER,AVENIDA,RUIZ CORTINEZ,"25.6991881, -100.1351076",
212-142-353-4637,2021,AGOSTO,8/1/2021,Domingo,21:12:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LAS QUINTAS,AVENIDA,PABLO LIVAS,"25.6632618, -100.2495885",
212-156-410-4660,2021,AGOSTO,8/3/2021,Martes,7:25:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,JARDINES DE ANDALUCIA,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.65567, -100.1831041",
212-156-509-4661,2021,AGOSTO,8/3/2021,Martes,7:50:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,LINDA VISTA,CALLE,MIGUEL ALEMAN,"25.6886425, -100.2600599",
212-157-613-4662,2021,AGOSTO,8/3/2021,Martes,10:53:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,18 DE MARZO,AVENIDA,LAZARO CARDENAS,"25.6941465, -100.2297007",
212-157-362-4663,2021,AGOSTO,8/3/2021,Martes,10:21:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,AVENIDA,BENITO JUAREZ,"25.6799288, -100.2483254",
212-157-265-4664,2021,AGOSTO,8/3/2021,Martes,10:13:00,REVERSA,SOLUCIONADO,LLAMADA AL 911,COLONIA,RINCON DE GUADALUPE,CALLE,RINCON DE GUADALUPE,"25.6525118, -100.1878356",
212-157-156-4666,2021,AGOSTO,8/3/2021,Martes,9:56:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,AZTECA,AVENIDA,BENITO JUAREZ,"25.6796537, -100.2458551",
212-158-284-4668,2021,AGOSTO,8/3/2021,Martes,12:16:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,ADOLFO PRIETO,AVENIDA,RUIZ CORTINEZ,"25.70324, -100.2547176",
212-161-164-4676,2021,AGOSTO,8/3/2021,Martes,17:08:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CONTRY LA SILLA,AVENIDA,ELOY CAVAZOS,"25.6622988, -100.2605226",
212-162-028-4678,2021,AGOSTO,8/3/2021,Martes,18:31:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,MISION DEL VALLE,CALLE,MISIÓN DE GUADALUPE,"25.6981171, -100.2024921",
212-163-172-4681,2021,AGOSTO,8/3/2021,Martes,20:35:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA JOYITA,AVENIDA,PLUTARCO E. CALLES,"25.6837313, -100.210104",
212-163-335-4682,2021,AGOSTO,8/3/2021,Martes,20:52:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,AVENIDA,RUIZ CORTINEZ,"25.7031893, -100.2576032",
212-163-932-4683,2021,AGOSTO,8/3/2021,Martes,21:52:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LIBERTAD,CALLE,MIGUEL ALEMAN,"25.6915834, -100.2483608",
212-166-885-4686,2021,AGOSTO,8/4/2021,Miércoles,8:51:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6908457, -100.2401854",
212-166-982-4688,2021,AGOSTO,8/4/2021,Miércoles,9:36:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,XOCHIMILCO,AVENIDA,REYNOSA,"25.6536742, -100.1731287",
212-167-710-4691,2021,AGOSTO,8/4/2021,Miércoles,11:03:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.694532, -100.2417024",
212-169-080-4694,2021,AGOSTO,8/4/2021,Miércoles,13:47:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LINDA VISTA,CALLE,MIGUEL ALEMAN,"25.6896808, -100.2545201",
212-170-631-4696,2021,AGOSTO,8/4/2021,Miércoles,0:00:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LAS MARGARITAS,AVENIDA,RUIZ CORTINEZ,"25.7050894, -100.1603111",
212-169-609-4698,2021,AGOSTO,8/4/2021,Miércoles,14:40:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,ZERTUCHE,AVENIDA,BENITO JUAREZ,"25.6745522, -100.1973553",
212-175-792-4703,2021,AGOSTO,8/5/2021,Jueves,4:14:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CHULA VISTA,AVENIDA,BENITO JUAREZ,"25.6748961, -100.2122545",
212-182-644-4726,2021,AGOSTO,8/5/2021,Jueves,20:07:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RANCHO VIEJO,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.6464376, -100.1909038",
212-186-311-4735,2021,AGOSTO,8/6/2021,Viernes,8:20:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAMINO REAL,AVENIDA,PABLO LIVAS,"25.6675296, -100.2245164",
212-186-885-4737,2021,AGOSTO,8/6/2021,Viernes,10:25:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CONTRY SOL,CALLE,PASEO DE LAS AMÉRICAS,"25.652845, -100.2648816",
212-187-945-4740,2021,AGOSTO,8/6/2021,Viernes,12:18:00,REVERSA,SOLUCIONADO,LLAMADA AL 911,COLONIA,GUERRA,AVENIDA,BENITO JUAREZ,"25.6636247, -100.1637858",
212-188-517-4742,2021,AGOSTO,8/6/2021,Viernes,13:22:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,TRES CAMINOS,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.6578555, -100.1813199",
212-190-139-4745,2021,AGOSTO,8/6/2021,Viernes,16:15:00,CRUCERO CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,CALLE,PASEO AMBERES,"25.6997359, -100.1569408",
212-190-419-4748,2021,AGOSTO,8/6/2021,Viernes,16:50:00,ATROPELLO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA ROCA,AVENIDA,PABLO LIVAS,"25.6659292, -100.2170756",
212-190-840-4750,2021,AGOSTO,8/6/2021,Viernes,17:30:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,21 DE ENERO,AVENIDA,MORONES PRIETO,"25.6839179, -100.2518056",
212-191-789-4753,2021,AGOSTO,8/6/2021,Viernes,19:59:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,ESMERALDA,AVENIDA,MORONES PRIETO,"25.6769136, -100.2746068",
212-192-485-4754,2021,AGOSTO,8/6/2021,Viernes,20:24:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LINDA VISTA,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
212-195-776-4756,2021,AGOSTO,8/7/2021,Sábado,9:31:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VILLAS DE SAN MIGUEL,CALLE,DE LA ZANJA,"25.7064124, -100.2085887",
212-198-376-4760,2021,AGOSTO,8/7/2021,Sábado,11:20:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,VERDUZCO,"25.6765166, -100.264276",
212-200-966-4765,2021,AGOSTO,8/7/2021,Sábado,16:08:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,HACIENDA SAN MIGUEL,AVENIDA,RUIZ CORTINEZ,"25.7050846, -100.1581171",
212-203-101-4769,2021,AGOSTO,8/7/2021,Sábado,19:41:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,AVENIDA,ELOY CAVAZOS,"25.6492964, -100.1884756",
212-203-248-4770,2021,AGOSTO,8/7/2021,Sábado,19:57:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,FRACCIONAMIENTO,FRACC. PRIV. MASAI,CALLE,GUADALUPE VICTORIA,"25.6643348, -100.1468849",
212-209-632-4775,2021,AGOSTO,8/8/2021,Domingo,8:08:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,CALLE,NOGAL,"25.6754902, -100.2587288",
212-212-316-4777,2021,AGOSTO,8/8/2021,Domingo,14:15:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,NUEVO SAN RAFAEL,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
212-216-066-4782,2021,AGOSTO,8/8/2021,Domingo,20:41:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE HERMOSO,CALLE,SAN SEBASTIAN,"25.6838578, -100.2086125",
212-218-377-4784,2021,AGOSTO,8/8/2021,Domingo,23:53:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,PARQUE KALOS,CALLE,CARRETERA APODACA-JUAREZ,"25.6625646, -100.2719463",
212-220-797-4789,2021,AGOSTO,8/9/2021,Lunes,8:00:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,ANDALUCIA,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.65567, -100.1831041",
212-220-969-4790,2021,AGOSTO,8/9/2021,Lunes,8:31:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE SOLEADO,AVENIDA,DIA DEL EMPRESARIO,"25.7035182, -100.1796754",
212-221-554-4792,2021,AGOSTO,8/9/2021,Lunes,10:08:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,DOS RIOS,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.676394, -100.1673658",
212-221-593-4793,2021,AGOSTO,8/9/2021,Lunes,10:17:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,ESMERALDA,AVENIDA,MORONES PRIETO,"25.6784299, -100.2731545",
212-222-118-4795,2021,AGOSTO,8/9/2021,Lunes,11:22:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA PLAYA,AVENIDA,ELOY CAVAZOS,"25.6547138, -100.2092381",
212-225-588-4800,2021,AGOSTO,8/9/2021,Lunes,0:00:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE SOLEADO,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.6545254, -100.1831816",
212-225-337-4801,2021,AGOSTO,8/9/2021,Lunes,0:00:00,REVERSA,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAMINO REAL,CALLE,ESCRITORES SUR,"25.6546073, -100.2295132",
212-230-971-4804,2021,AGOSTO,8/10/2021,Martes,5:15:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE SAN MIGUEL,CALLE,GUADALAJARA,"25.7154334, -100.192024",
212-231-475-4809,2021,AGOSTO,8/10/2021,Martes,7:44:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,PARAISO,CALLE,CHAPULTEPEC,"25.6656786, -100.2670831",
212-233-866-4815,2021,AGOSTO,8/10/2021,Martes,13:23:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA LUZ,AVENIDA,RUIZ CORTINEZ,"25.7029813, -100.2396083",
212-234-522-4818,2021,AGOSTO,8/10/2021,Martes,14:32:00,FRONTAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA VICTORIA,AVENIDA,RUIZ CORTINEZ,"25.7027037, -100.2254197",
212-235-635-4819,2021,AGOSTO,8/10/2021,Martes,16:42:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,SAN RAFAEL,CALLE,SAN RAFAEL,"25.6951169, -100.2186158",
212-242-191-4827,2021,AGOSTO,8/11/2021,Miércoles,10:01:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA VICTORIA,AVENIDA,RUIZ CORTINEZ,"25.7071961, -100.1810565",
212-243-802-4831,2021,AGOSTO,8/11/2021,Miércoles,13:16:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,DOS RIOS,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.676394, -100.1673658",
212-245-307-4835,2021,AGOSTO,8/11/2021,Miércoles,15:50:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CERRO AZUL,AVENIDA,BENITO JUAREZ,"25.6568737, -100.1821451",
212-246-155-4836,2021,AGOSTO,8/11/2021,Miércoles,17:14:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CONTRY LA SILLA,AVENIDA,PASEO LAS AMERICAS,"25.6420601, -100.2685847",
212-251-353-4841,2021,AGOSTO,8/12/2021,Jueves,3:18:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,CALLE,CARRETERA APODACA-JUAREZ,"25.6775233, -100.2314869",
212-252-554-4844,2021,AGOSTO,8/12/2021,Jueves,9:18:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA PASTORA,AVENIDA,PABLO LIVAS,"25.6671868, -100.2413635",
212-254-267-4847,2021,AGOSTO,8/12/2021,Jueves,13:04:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,GUADALUPE VICTORIA,AVENIDA,PABLO LIVAS,"25.6657028, -100.2139846",
212-254-419-4849,2021,AGOSTO,8/12/2021,Jueves,13:42:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,TOLTECA,CALLE,TOLTECA,"25.6746515, -100.2369239",
212-254-693-4850,2021,AGOSTO,8/12/2021,Jueves,14:07:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,7 COLINAS,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6924956, -100.1965946",
212-254-645-4851,2021,AGOSTO,8/12/2021,Jueves,14:14:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA FLORESTA,AVENIDA,LOPEZ MATEOS,"25.6966079, -100.2124758",
212-254-685-4852,2021,AGOSTO,8/12/2021,Jueves,14:13:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE SOLEADO,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.7055162, -100.1641761",
212-255-689-4854,2021,AGOSTO,8/12/2021,Jueves,15:45:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,AVENIDA,LAS AMERICAS,"25.694532, -100.2417024",
212-256-661-4858,2021,AGOSTO,8/12/2021,Jueves,17:36:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,CUAUHTEMOC,"25.6764984, -100.2622681",
212-256-980-4860,2021,AGOSTO,8/12/2021,Jueves,18:17:00,MÓVIL DE VEHICULO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA FLORESTA,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6451748, -100.2119354",
212-258-122-4861,2021,AGOSTO,8/12/2021,Jueves,20:20:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,COLIBRÍ,AVENIDA,BENITO JUAREZ,"25.6749079, -100.2154148",
212-258-108-4864,2021,AGOSTO,8/12/2021,Jueves,20:29:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAÑADA BLANCA,AVENIDA,ACAPULCO,"25.7235308, -100.1907852",
212-261-248-4867,2021,AGOSTO,8/13/2021,Viernes,1:18:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,20 DE NOVIEMBRE,CALLE,5 DE MAYO,"25.6746791, -100.2267092",
212-263-291-4873,2021,AGOSTO,8/13/2021,Viernes,8:50:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE DEL VERGEL,AVENIDA,PASEO LAS AMERICAS,"25.6577394, -100.2615206",
212-263-381-4874,2021,AGOSTO,8/13/2021,Viernes,9:11:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,AVENIDA,BENITO JUAREZ,"25.679758, -100.2504122",
212-263-392-4877,2021,AGOSTO,8/13/2021,Viernes,10:14:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,FOMERREY 3,CALLE,CANCÚN,"25.6584407, -100.2037232",
212-264-346-4878,2021,AGOSTO,8/13/2021,Viernes,11:33:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RIVERAS DE LINDA VISTA,CALLE,SANTA CATALINA,"25.6926981, -100.2426108",
212-266-255-4881,2021,AGOSTO,8/13/2021,Viernes,15:09:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VIVIENDA POPULAR,AVENIDA,ELOY CAVAZOS,"25.6609049, -100.2344271",
212-268-291-4886,2021,AGOSTO,8/13/2021,Viernes,18:52:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CERRO AZUL,AVENIDA,BENITO JUAREZ,"25.6568737, -100.1821451",
212-270-582-4890,2021,AGOSTO,8/13/2021,Viernes,22:16:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,PRIV. SAN MIGUEL,AVENIDA,RUIZ CORTINEZ,"25.7091292, -100.1830819",
212-273-625-4895,2021,AGOSTO,8/14/2021,Sábado,4:37:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,CALLE,MIGUEL ALEMAN,"25.6939425, -100.2392333",
212-274-693-4898,2021,AGOSTO,8/14/2021,Sábado,8:45:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,AVENIDA,BENITO JUAREZ,"25.6800725, -100.2656193",
212-276-260-4903,2021,AGOSTO,8/14/2021,Sábado,12:34:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LAS AGUILAS,CALLE,AGUILA REAL,"25.6519655, -100.2619001",
212-277-746-4905,2021,AGOSTO,8/14/2021,Sábado,15:34:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,-,AVENIDA,RUIZ CORTINEZ,"25.6988301, -100.2412878",
212-277-734-4906,2021,AGOSTO,8/14/2021,Sábado,15:37:00,LATERAL CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,PASEO DE LAS AMÉRICAS,CALLE,CHAPULTEPEC,"25.6656437, -100.2678151",
212-277-791-4907,2021,AGOSTO,8/14/2021,Sábado,15:38:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA VICTORIA,CALLE,ANDRES OZUNA,"25.7050224, -100.2195533",
212-279-540-4910,2021,AGOSTO,8/14/2021,Sábado,19:10:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA JOYITA,CALLE,SAN SEBASTIAN,"25.683562, -100.2056791",
212-283-874-4915,2021,AGOSTO,8/15/2021,Domingo,1:51:00,SALIDA DE CAMINO,SOLUCIONADO,LLAMADA AL 911,COLONIA,KM 8,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6451748, -100.2119354",
212-284-615-4918,2021,AGOSTO,8/15/2021,Domingo,3:24:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CRISPIN TREVIÑO,AVENIDA,BENITO JUAREZ,"25.6699641, -100.1815654",
212-286-978-4923,2021,AGOSTO,8/15/2021,Domingo,9:01:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,DOS RIOS,AVENIDA,MAESTRO ISRAEL CAVAZOS,"25.676394, -100.1673658",
212-291-505-4930,2021,AGOSTO,8/15/2021,Domingo,18:51:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,RANCHO VIEJO,AVENIDA,ELOY CAVAZOS,"25.6492964, -100.1884756",
212-293-172-4931,2021,AGOSTO,8/15/2021,Domingo,22:09:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,FAISANES,AVENIDA,PLUTARCO E. CALLES,"25.6857711, -100.1821861",
212-294-827-4932,2021,AGOSTO,8/16/2021,Lunes,1:35:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LIBERTAD,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
212-299-506-4941,2021,AGOSTO,8/16/2021,Lunes,14:41:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,FOMERREY 8,CALLE,CUERNAVACA,"25.6947756, -100.2003004",
212-298-682-4942,2021,AGOSTO,8/16/2021,Lunes,13:13:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,TRES CAMINOS,AVENIDA,BENITO JUAREZ,"25.6775233, -100.2314869",
212-308-912-4946,2021,AGOSTO,8/16/2021,Lunes,20:46:00,ATROPELLO,SOLUCIONADO,LLAMADA AL 911,COLONIA,AVANTE RESIDENCIAL,CALLE,GUADALAJARA,"25.7164656, -100.1925389",
212-302-072-4947,2021,AGOSTO,8/16/2021,Lunes,19:14:00,ATROPELLO,SOLUCIONADO,LLAMADA AL 911,COLONIA,POLICIA AUXILIAR,AVENIDA,RUIZ CORTINEZ,"25.7092675, -100.1846806",
212-305-855-4954,2021,AGOSTO,8/17/2021,Martes,3:47:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA VICTORIA,CALLE,MIGUEL ALEMAN,"25.7027037, -100.2254197",
212-306-550-4957,2021,AGOSTO,8/17/2021,Martes,7:46:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAMINO REAL,AVENIDA,ELOY CAVAZOS,"25.658859, -100.2256078",
212-306-938-4960,2021,AGOSTO,8/17/2021,Martes,8:57:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,RAFAEL RAMIREZ,AVENIDA,ELOY CAVAZOS,"25.6624866, -100.2391155",
212-306-799-4961,2021,AGOSTO,8/17/2021,Martes,0:00:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,BOULEVARD,BLVD. MIGUEL DE LA MADRID,"25.6912169, -100.2374037",
212-306-989-4962,2021,AGOSTO,8/17/2021,Martes,9:05:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,HACIENDA SAN MIGUEL,CALLE,HACIENDA SAN MIGUEL,"25.7238971, -100.1929512",
212-308-193-4967,2021,AGOSTO,8/17/2021,Martes,11:42:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,PARAISO,AVENIDA,MORONES PRIETO,"25.6883382, -100.2420343",
212-309-202-4971,2021,AGOSTO,8/17/2021,Martes,14:23:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,SANTA CRUZ,CALLE,DIAGONAL,"25.6730992, -100.1569671",
212-309-381-4972,2021,AGOSTO,8/17/2021,Martes,0:00:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VIVIENDA POPULAR,CALLE,SAN LUIS POTOSI,"25.665117, -100.2411175",
212-311-324-4976,2021,AGOSTO,8/17/2021,Martes,0:00:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,IGNACIO ZARAGOZA,AVENIDA,PLUTARCO E. CALLES,"25.6841494, -100.2287126",
212-313-173-4979,2021,AGOSTO,8/17/2021,Martes,20:12:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,CUAUHTEMOC,"25.6732597, -100.2662151",
212-317-832-4990,2021,AGOSTO,8/17/2021,Martes,10:10:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LINDA VISTA,CALLE,CONSTITUYENTES,"25.6925784, -100.261156",
